Restaurant_Name,Cusines,Ratings,Location,Delivery_review_no,Restaurant_link,Price_for_one
Fresh Therapy,Snacks,3.8,Indiranagar,20,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,100
Gowhey- Healthy Dessert Company,Ice Cream,3.7,Chamarajpet,50,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,100
Fresh Food Menu,Indian,3.7,Indiranagar,50,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,125
Chalo Chai Peene,Beverages,5,Indiranagar,10,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,50
Smoke The Sizzler House,American,4.2,Koramangala,50,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,300
Mumbai Kitchen,North Indian,2.6,Btm,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,149.5
Cafe Hideout,Pizzas,4.7,Koramangala,50,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,250
Juno'S Pizza - The Thin Crust Pizzeria,Pastas,2.6,Koramangala,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,135
Momos 4 U,Chinese,2.6,Koramangala,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,125
Thai Fresh Basil In Wok Kitchen,North Indian,2.6,Btm,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,150
Beijing Flame Combo & Bowl,Chinese,2.6,Tavarekere,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,150
Suprabhatha Coffee Kendra,Snacks,4.1,Basavanagudi,10,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,50
Dine@9 Paratha Corner,Indian,2.6,Halasuru,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,100
The Milton St Cafe,Snacks,2.6,Frazer Town,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,175
Happy Jar Company,Continental,2.6,Indiranagar,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,125
Momo Wok,Chinese,2.6,Koramangala,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,100
Clean Slate Cafe,Italian,3.2,Malleswaram,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,300
Shri Jai Bhavani Dhaba,Desserts,2.6,Indiranagar,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,125
M/S Caramel Bakery,Bakery,2.6,Basavanagudi,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,250
Kottayam The Restaurant,Seafood,3.1,Koramangala,10,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,250
The Heaven Caffe,Snacks,2.6,Malleswaram,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,60
Hanoi,Pan-Asian,4.3,Indiranagar,1000,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,500
Haveli Punjab Di,Punjabi,2.6,Koramangala,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,250
Grt Cloud Kitchens,Asian,4.1,Ulsoor,20,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,400
Coasters Juice Bar,Beverages,5,Frazer Town,10,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,150
Charlie Chapline Lavegano,Ice Cream,3.6,Koramangala,20,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,100
Enchante By Chai Point,Beverages,2.6,Church Street,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,75
Vamsi Tiffin Center,South Indian,2.6,Shanti Nagar,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,50
Anand Restaurant,Continental,2.6,Indiranagar,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,150
Punjabi Highway,Chinese,2.6,Koramangala,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,250
Punjabi Tikka Junction,Chinese,2.6,Koramangala,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,250
Kesar By Lilac,Continental,4.7,Jayanagar,20,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,150
Worlonaplate,South Indian,2.6,Sheshadripuram,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,275
Ghee Tadka Khichdi,Home Food,4.3,Sheshadripuram,20,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,150
Shivanna Gulkan Store,Indian,4.2,Basavanagudi,50,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,150
Shree Shanthi Home Food Service,Snacks,2.6,Koramangala,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,70
The Lassi Pub,Juices,3.9,Indiranagar,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,50
Vinay Upahar,Snacks,4.3,Magrath Road,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,100
Kothimbir,Seafood,2.6,Indiranagar,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,150
Advis Food,Indian,4.1,Banashankari,20,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,100
Bobby Ka Veg Dhaba (Amritsarwala),Combo,3.6,Majestic,50,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,125
Asian Cucina,Asian,4,Frazer Town,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,300
Icebreakers Ice Creams,Desserts,4,Koramangala,1000,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,175
Mithai Districts By Bhikharam Chandmal & Co. Bhuji,Snacks,3.9,Malleswaram,10,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,125
Burger Squad,Burgers,2.6,Btm Layout,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,100
Soulfud Fit,Pastas,2.6,Indiranagar,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,400
Paddu Point,South Indian,3.6,Majestic,20,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,60
Stop Drop & Rolls,Continental,3.9,Halasuru,20,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,125
Mairaj Kitchen Kraft,North Indian,2.6,Frazer Town,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,225
Bawarchi Biryani,Chinese,3.4,Koramangala,50,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,250
Pibbles Bakery,Snacks,2.6,Indiranagar,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,175
Srisailam Cafe,Chaat,2.6,Koramangala,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,100
Fries Box,American,3.5,Koramangala,20,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,125
Crackers Cafe,Fast Food,2.6,Koramangala,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,225
Shree Sagar Veg Fast Food,Beverages,2.6,Majestic,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,125
Coffee Tea Spot,Indian,2.6,Basavanagudi,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,150
Madurai Restaurant,Chinese,3.8,Koramangala,10,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,100
Bonomi,Beverages,4.4,Indiranagar,50,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,125
De Cafe 73,Fast Food,2.6,Sadashiv Nagar,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,125
Coffee Time,Snacks,2.1,Basavanagudi,10,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,75
The Foodies,North Indian,2.6,Koramangala,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,150
Sri Krishna Chats,Snacks,2.6,Ulsoor,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,75
Diabesmart - Sugarfree Foods,Indian,4.5,Indiranagar,50,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,150
R.S.Hotel,Chinese,2.6,Malleswaram,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,125
Shankru'S Kitchen,Snacks,2.6,Basavanagudi,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,75
Tealicious,Snacks,2.6,Indiranagar,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,99.5
Deli2Go,Snacks,3.9,Vasanth Nagar,10,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,150
Cafe Rustico,Snacks,2.6,Brigade Road,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,450
Pammi Da Punjabi Dhaba,North Indian,2.6,Koramangala,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,250
Latitude,Biryani,2.6,Malleswaram,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,325
Aura Cafe,Chinese,2.6,Koramangala,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,150
Atlas World Cafe,South Indian,2.6,Malleswaram,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,300
A N Foods,Chinese,2.6,Basaveshwar Nagar,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,250
Urban Eats Cafe,Italian,2.6,Koramangala,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,75
Ludos Pizza,Pizzas,2.6,Indiranagar,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,150
Chai Party,Snacks,2.6,Basavanagudi,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,75
A Hole Lotta Love Cafe,American,4.2,Indiranagar,20,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,150
Dilkhush Mukhwas,Snacks,2.6,Malleswaram,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,199
Samosa Central,North Indian,3.4,Indiranagar,20,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,100
Chef Chook Restaurant,Tandoor,2.6,Btm Layout,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,175
Nuts Hut,South Indian,2.6,Jayanagar,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,200
Kaaapi Central,Bakery,4.7,Indiranagar,7,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,100
Vaniyambadi Biryani,South Indian,2.6,Ashok Nagar,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,125
Benny'S Fried Chicken,Mughlai,2.6,Btm Layout,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,175
Slv Grand,Chinese,3.2,Ashok Nagar,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,100
Wicked Coffee,Beverages,5,"Opp To Sapna Book House, Gandhi Nagar",20,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,150
North Indian Spice,North Indian,3.5,Indiranagar,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,100
Sky The Food Hygge,Indian,2.6,Btm Layout,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,150
Indian Masala House,Beverages,2.6,Koramangala,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,150
Smoke Tales,American,4,Koramangala,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,150
Rajajinagar Biryani Hub,Chinese,2.6,Basaveshwar Nagar,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,150
Shaik Shack Lets Ketchup,Fast Food,2.6,Shivaji Nagar,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,150
Jungle Feed,Fast Food,2.6,Koramangala,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,300
The Natural Kitchen,Chinese,2.6,Koramangala,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,200
World Of Chinese,Indian,3.9,Indiranagar,50,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,150
Davanagere Benne Dose Mane,South Indian,2.6,Rajajinagar,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,75
Rolls N Snacks,Street Food,3.7,Vijay Nagar,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,100
Desi Kaapi Cafe,Indian,2.6,Indiranagar,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,75
Momo Magic Mountain,Chinese,2.6,Koramangala,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,125
Maggi Baba,Ice Cream,3.2,Central Bangalore,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,125
Breakfast,Healthy Food,3.4,Central Bangalore,50,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,50
Ice Cream Shop,Ice Cream,3.4,Central Bangalore,50,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,150
Tandoori Wok,Chinese,2.6,Shanti Nagar,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,125
Simply Squeezed,Indian,2.6,Basavanagudi,100,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,98.5
Shenmi By Mystic Hospitality,Continental,3.9,Koramangala,50,https://www.swiggy.com/restaurants/dilwale-restaurant-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-318476,175
